pin,office_name,district_id,state_id,district_name,state_name,delivery_status,division,region,circle
231302,Bhaipur Kala B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231301,Hussainpur BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231301,Kudaran B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231212,Lilasikala BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231212,Mahuaria BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231212,Sagobandh BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231212,Jamapani B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231223,Jarhan BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231223,Dumarhar B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231223,Hathiyar B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231223,Leela Deva B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231223,Shish Tola B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231303,Kushhan BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231205,Kanachh BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231205,Kudari BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231205,Patwadh B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Bharpura BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Chunar Rly Station BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Gangpur BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Kandawa BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Khanjadipur BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Raipuria BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Belwan B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Bahera  B.O.,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Pachokhar B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231304,Basaratpur B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231207,Kota BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231207,Basudha  B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231207,Bhaksihwa B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231208,Ekdari BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231208,Gadia BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231208,Rajkhad BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
274807,Babhani BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
231208,Baliyari B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231208,Chanaga B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231208,Dhanaura B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231208,Jatajuaa B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231208,Majhauli B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231208,Parani B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231210,Kanethi BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231210,Marihan BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231210,Khad Deur B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231210,Jethi Sirsiya B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231210,Magardaha B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231313,Dugauli BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231313,Khaira BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231501,Bhainsa BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231501,Bidapur BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231501,Majhawan BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231501,Semari Khas BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
209214,Majhawan BO,UP-Kanpur Nagar,UP,Kanpur Nagar,Uttar Pradesh,Delivery,Kanpur City Division,Kanpur Region,Uttar Pradesh Circle
231224,Rehta B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231309,Belahara BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231309,Kotwa BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231309,Sant Nagar B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231309,Gadwa B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231211,Ahungi Kala BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231211,Barbasa Gaharwar BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231211,Kanokhar BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231211,Pipra BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231211,Usari Khamaria BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231211,Songada B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231211,Rani Bari B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231211,Bardiha B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231211,Madhugadh B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231215,Dohari BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231215,Jamgaon BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231215,Pakauli B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231213,Nandana BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231213,Pakarhat BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231213,Darev B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231213,Patana B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231213,Van Vahuar B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231213,Mahuli B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Bichchhi BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Kaithi BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Sahijankala BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Sukrut BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Hinauti B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Kamoji B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Lohara B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Naagnar Haraiya B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Padari Khurd B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231216,Raunp B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231307,Mahuari Kala BO,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231307,BHU Campus B.O,UP-Mirzapur,UP,Mirzapur,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231307,Arjunpur B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231226,Naudiha  Ramgarh BO,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231226,Bairkhad B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231226,Mitihiniya B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
231226,Ranidih B.O,UP-Sonbhadra,UP,Sonbhadra,Uttar Pradesh,Delivery,Mirzapur Division,Prayagraj Regional Office,Uttar Pradesh Circle
230144,Chamrupur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230124,Gadhiyawan BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230124,Parhat Khas BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230501,Bhawanipur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230501,Dhaurahra BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230501,Dubeypur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230125,Jariyari BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230125,Muraini BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230125,Nanauti BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230143,Pratappur Chergarh BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230201,Bisahiya BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230201,Siya BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230201,Umari Kotila BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230127,Premdhar Patti BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230127,Pure Roopdhar Kothiyahi BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230405,Wari Kalan BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230128,Raigarh BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230128,Sarai Indrawat BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230202,Tiwaripur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230502,Bhadausi BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230301,Dhanuha BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230129,Baron BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230129,Dhansari BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230129,Kutulitya BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230129,Naubasta BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
229408,Alapur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
229408,Panigo BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230131,Pure Narsingh Bhan BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230131,Rampur Gauri BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230503,Rajapur Rainiya BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230401,Sarai Rajai BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230204,Bainti BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230204,Itaura BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230204,Jagapur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230204,Rahwain BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230204,Sujauli BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230132,Amawan BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230132,Kumbhapur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230402,Bachhuwa BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230402,Bhagwatganj BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230402,Kalyanpur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230402,Uri Ka Dih BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230134,Barari BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230135,Barahupur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230135,Kanja Sarai Gulami BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230121,Diyawan BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230121,Kilai BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230304,Babu Patti BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230304,Bhuidaha BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230304,Deogarh Kamasin BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230304,Medhauli BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230304,Ramnagar BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230137,Bahuchara BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230137,Tejgarh BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230138,Dhindhui BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230139,Baba Ka Gaon BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230139,Lakhapur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230139,Rahatikar BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230139,Ramganj BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230141,Kushuwapur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230141,Manuhar BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230141,Newarhiya BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230142,Ahiyapur BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230142,Bijahara BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230142,Pike Nagar BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
230306,Naudera BO,UP-Pratapgarh,UP,Pratapgarh,Uttar Pradesh,Delivery,Pratapgarh Division,Prayagraj Regional Office,Uttar Pradesh Circle
232102,Sikari BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
232103,Bhatraul BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
232103,Gaighat BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
232103,Rampurkala BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
232104,Bisauri BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
232104,Dharauli BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
232104,Kanta BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
232104,Launda BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
232104,Hathiyani BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
232104,Sultanpur BO,UP-Chandauli,UP,Chandauli,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
221104,Gobraha BO,UP-Varanasi,UP,Varanasi,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
221104,Moonari BO,UP-Varanasi,UP,Varanasi,Uttar Pradesh,Delivery,Varanasi East Division,Varanasi Region,Uttar Pradesh Circle
