pin,office_name,district_id,state_id,district_name,state_name,delivery_status,division,region,circle
221712,Mundera BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221712,Parasia BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221715,Chainpur Gulaura BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221715,Jiutpura BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221715,Kundail BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221715,Piparauli BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221715,Sonadih BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221715,Ubhaon BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221701,Chhibbi BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221701,Tikadeori BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221701,Uchera BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221718,Rachauli BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221716,Govindpur BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221716,Mahari BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221716,Mohammadpur BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221716,Patoi BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
277501,Baghuna BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221711,Chachaya BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
221711,Gothain BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
277502,Chaura BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
277502,Rampur Chit BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
277506,Thamhanpura BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
277504,Piprakala BO,UP-Ballia,UP,Ballia,Uttar Pradesh,Delivery,Ballia Division,Varanasi Region,Uttar Pradesh Circle
272153,Harraiya Nankar BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272153,Bhanwari BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272153,Kolhui BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272153,Sonkhar BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272153,Tilauli BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272153,Bargadwa  Khabhri BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272153,Kotiagarori BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272153,Narkataha BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272201,Bohli BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272201,Dhebarua BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272201,Ramnagar BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272195,Bhanpurkhas BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272195,Parsa Khurd BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272193,Kamsar BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272193,Sohna BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272202,Bishunpurwa BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272152,Bisunpurwa BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272152,Charthari BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272154,Dumaria Buzurg BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272154,Kalnakhor BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272189,Bijwar Barhai BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272189,Rasoolpur BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272189,Shahpur BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272191,Telgadia Bzg BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272192,Biskohar BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272192,Dhobha BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272192,Govindpur BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272192,Khadsari BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272192,Trilokpur BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272203,Sekhuiya BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272270,Bhataura BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272270,Narayanpur BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272206,Bagheli BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272206,Dulhanorth BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272206,Madhubani BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272207,Harraiya BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272207,Madhuharpur BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272208,Bairwanankar BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272127,Jajupur BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272127,Pachwas BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272199,Ghenchuwa BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272199,Santoshpur BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272177,Bhitani BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272128,Roopgarh BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272131,Naghara BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272162,Chapra Magarvi BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272162,Dihwa BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272162,Govind Ganj BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272162,Rampur Barakoni BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272125,Lauki Lala BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272125,Mudadeehabeg BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272125,Sangath BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272176,Gaighat BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272176,Nukta BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272163,Barahpur BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272165,Baridiha BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272165,Barparwa BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272165,Rajnauli BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272150,Dasia BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272155,Chorkhari BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272155,Mahuwapar BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272301,Dihukpura BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272301,Gaighat BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272301,Kanaila BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272301,Kudraha BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272301,Kusaura BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272175,Ekma BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272175,Gandhigram BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272175,Madhopur BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272175,Meerganj BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272175,Shivapar BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272175,Sikari BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272172,Siswania BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272172,Taryapar BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272271,Bhatauli BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272271,Bhitia Kala BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272271,Ghurapali BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272271,Jamohara BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272178,Bodwal BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272178,Changera Mangera BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272178,Kuriyar BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272178,Sanda BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272302,Beili BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272302,Katya BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272302,Semara BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272181,Jitipur BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272130,Deferi BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272130,Gopinathpur BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272130,Sringinari BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272002,Basti Sugar Factory BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272002,Kondra Pandey BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272002,Raghunathpur BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272148,Chauri Khurd BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272148,Dandwapandey BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272148,Kapiyawa BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272148,Kerauna BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272148,Pipra Pratham BO,UP-Sant Kabeer Nagar,UP,Sant Kabeer Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272151,Katbandh BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272151,Masaicha BO,UP-Siddharth Nagar,UP,Siddharth Nagar,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272190,Bishunpurwa BO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
272129,BelwaBO,UP-Basti,UP,Basti,Uttar Pradesh,Delivery,Basti Division,Gorakhpur Region,Uttar Pradesh Circle
274807,Dhanauti Khurd BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274807,Bariarpur BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274807,Belwania BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274807,Batrauli Pandey BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274201,Baurdih Tiwari BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274704,Inguri Bazar BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274601,Markara BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274601,Parsia Dewar BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274701,Peokol BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274702,Khampar BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274702,Kothilwa BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274702,Maripar BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274702,Pakri Baboo BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274702,Sarya BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274603,Kaparwar BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274603,Karjahan BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274202,Khairatia BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274505,Bagaha BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274502,Baurdih BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274502,Churia BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274502,Mehraunaghat BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274205,Jamira BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274506,Chanuki BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274604,Kasili BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274703,Bansopatti BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274703,Bhopatpura BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274404,Baghara BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274508,Sajaon BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274405,Baliawan BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274405,Gaura BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274405,Madrapali Bharth Rai BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274204,Pipara Kachhar BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274204,Tiwai BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274808,Barthi BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274808,Itahua Chandauli BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274208,Bhelaur BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274208,Pachrukha BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274408,Kanchanpur BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274408,Mushari BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274408,Rampurgarh BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274408,Sirsia Khohia BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274307,Maghi Kotilwa BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274308,Belwa Jungle BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274149,Somali BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274301,Pipara Brahaman BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274301,Singari BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274203,Arjun Dumari BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274203,Dharmpur BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274203,Narainpur BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274203,Paikauli BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274203,Rampur Buzurug BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274206,Pakri Birbhadra BO,UP-Deoria,UP,Deoria,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274206,Sahbajpur BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274402,Sekhwania BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274303,Horlapur BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
274303,Pachrukhia BO,UP-Kushi Nagar,UP,Kushi Nagar,Uttar Pradesh,Delivery,Deoria Division,Gorakhpur Region,Uttar Pradesh Circle
